NAME, MODEL1, MODEL2, MODEL3, MODEL4
Shadowforge Sharpshooter,6057,0,0,0
Shadowforge Surveyor,6051,0,0,0
Shadowforge Tunneler,4932,0,0,0
Shadowforge Warrior,4936,0,0,0
Shadowglen Sentinel,4841,4842,4843,4844
Shadowhawk,5505,0,0,0
Shadowhide Assassin,550,0,0,0
Shadowhide Brute,1887,0,0,0
Shadowhide Darkweaver,491,0,0,0
Shadowhide Gnoll,275,0,0,0
Shadowhide Slayer,493,0,0,0
Shadowhide Warrior,662,0,0,0
Shadowhoof Assassin,12334,0,0,0
Shadowhoof Summoner,12334,0,0,0
Shadowhorn Stag,1991,0,0,0
Shadowhound,15969,0,0,0
Shadowlord Deathwail,20699,0,0,0
Shadowlord Deathwail Visual Trigger,16480,0,0,0
Shadowmage,10421,10423,10422,10424
Shadowmage Vivian Lagrave,8330,0,0,0
Shadowmage Vivian Lagrave,8330,0,0,0
Shadowmaster Grieve,18127,0,0,0
Shadowmaw Alpha Transform,17003,0,0,0
Shadowmaw Panther,633,0,0,0
Shadowmoon Acolyte,16581,0,0,0
Shadowmoon Acolyte (1),16581,0,0,0
Shadowmoon Adept,17148,0,0,0
Shadowmoon Adept (1),17148,0,0,0
Shadowmoon Blood Mage,21372,0,0,0
Shadowmoon Champion,21367,21368,0,0
Shadowmoon Channeler,17137,0,0,0
Shadowmoon Channeler (1),17137,0,0,0
Shadowmoon Chosen,20793,20794,20795,0
Shadowmoon Darkcaster,17189,0,0,0
Shadowmoon Darkcaster (1),17189,0,0,0
Shadowmoon Darkweaver,20798,20799,0,0
Shadowmoon Deathshaper,21373,0,0,0
Shadowmoon Eye of Kilrogg,14430,0,0,0
Shadowmoon Fallen,21151,0,0,0
Shadowmoon Fel Orc Attack Trigger,16480,0,0,0
Shadowmoon Grunt,21375,21376,21377,0
Shadowmoon Harbinger,20020,20022,0,0
Shadowmoon Houndmaster,21378,21379,0,0
Shadowmoon Mark of Kael,16480,17188,0,0
Shadowmoon Peon,18483,18484,0,0
Shadowmoon Reaver,21369,21370,0,0
Shadowmoon Retainer,20793,20794,20795,0
Shadowmoon Riding Hound,21241,0,0,0
Shadowmoon Scout,20447,20448,20449,20450
Shadowmoon Slayer,20800,20802,20803,0
Shadowmoon Soldier,21383,21384,21385,21386
Shadowmoon Sorcerer,17143,0,0,0
Shadowmoon Sorcerer (1),17143,0,0,0
Shadowmoon Soulstealer,17852,0,0,0
Shadowmoon Specter,15228,0,0,0
Shadowmoon Summon Visual,11686,0,0,0
Shadowmoon Summon Visual (1),11686,0,0,0
Shadowmoon Summoner,17145,0,0,0
Shadowmoon Summoner (1),17145,0,0,0
Shadowmoon Technician,17147,0,0,0
Shadowmoon Technician (1),17147,0,0,0
Shadowmoon Trigger,16480,0,0,0
Shadowmoon Valley Flame Keeper,16341,0,0,0
Shadowmoon Valley Flame Warden,16339,0,0,0
Shadowmoon Valley Invisible Trigger (Tiny),16480,0,0,0
Shadowmoon Valley Tuber Node,16480,18657,0,0
Shadowmoon Valley Wildlife,19249,0,0,0
Shadowmoon Villager,18500,17623,17621,17624
Shadowmoon Voidcaller,16581,0,0,0
Shadowmoon War Hound,14334,0,0,0
Shadowmoon Warlock,17137,0,0,0
Shadowmoon Warlock (1),17137,0,0,0
Shadowmoon Weapon Master,21380,0,0,0
Shadowmoon Zealot,20489,20490,20491,20492
Shadowmourne,30986,0,0,0
Shadowpine Catlord,592,0,0,0
Shadowpine Headhunter,298,0,0,0
Shadowpine Hexxer,590,0,0,0
Shadowpine Oracle,16275,0,0,0
Shadowpine Ripper,299,0,0,0
Shadowpine Shadowcaster,16275,0,0,0
Shadowpine Witch,16275,0,0,0
Shadowprey Guardian,12829,12830,12832,12831
Shadowprey Guardian,12829,12830,12832,12831
Shadowprey Orca,21975,0,0,0
Shadowpriest Sezz'ziz,6441,0,0,0
Shadowsaber,14332,0,0,0
Shadowshard Rumbler,11710,0,0,0
Shadowshard Smasher,11710,0,0,0
Shadowshard Thunderer,11710,0,0,0
Shadowsilk Poacher,7810,7811,7812,7813
Shadowsong Panther,15920,0,0,0
Shadowstalker,1062,0,0,0
Shadowstalker Barthus,23176,0,0,0
Shadowstalker Canarius,23194,0,0,0
Shadowstalker Getry,23335,0,0,0
Shadowstalker Ickoris,23193,0,0,0
Shadowstalker Kaide,17976,0,0,0
Shadowstalker Luther,23117,0,0,0
Shadowsword Assassin,23474,0,0,0
Shadowsword Berserker,23225,0,0,0
Shadowsword Commander,23473,0,0,0
Shadowsword Deathbringer,23475,0,0,0
Shadowsword Fury Mage,23226,0,0,0
Shadowsword Guardian,17205,0,0,0
Shadowsword Guardian Sunwell,17205,0,0,0
Shadowsword Lifeshaper,23477,0,0,0
Shadowsword Manafiend,23478,0,0,0
Shadowsword Soulbinder,23476,0,0,0
Shadowsword Vanquisher,23479,0,0,0
Shadowsworn Adept,6770,6771,6772,6773
Shadowsworn Drakonid,20776,0,0,0
Shadowsworn Dreadweaver,6784,6783,6785,6786
Shadowsworn Enforcer,6787,6788,7841,6782
Shadowsworn Netherguard,35619,35620,35621,35622
Shadowsworn Obstructor,1132,29297,7949,20570
Shadowsworn Occultist,6770,6771,6772,6773
Shadowsworn Ritualist,7838,6779,6780,6781
Shadowsworn Spellblade,6793,6794,6795,6796
Shadowsworn Thug,6793,6794,6795,6796
Shadowsworn Warlock,6789,6790,6791,6792
Shadowwing Owl,10831,0,0,0
Shadowy Advisor,18107,18108,18109,18110
Shadowy Apparition,1126,11686,0,0
Shadowy Assassin,3627,3634,0,0
Shadowy Attendant,37297,37298,0,0
Shadowy Attendant,37297,37298,0,0
Shadowy Attendant (1),37297,37298,0,0
Shadowy Construct,21305,0,0,0
Shadowy Disguise Female Transform,20656,0,0,0
Shadowy Disguise Male Transform,20655,0,0,0
Shadowy Executioner,18111,18112,18113,17981
Shadowy Figure,32897,0,0,0
Shadowy Figure,32897,0,0,0
Shadowy Figure,32897,0,0,0
Shadowy Figure,32897,0,0,0
Shadowy Figure,36770,0,0,0
Shadowy Fish,29094,0,0,0
Shadowy Hunter,17978,17985,18114,0
Shadowy Initiate,18118,18119,18120,18121
Shadowy Laborer,18122,18123,18124,18125
Shadowy Mercenary,30981,0,0,0
Shadowy Mercenary (1),30981,0,0,0
Shadowy Necromancer,17537,0,0,0
Shadowy Summoner,18130,18133,17988,18132
Shadowy Tormentor,14703,0,0,0
Shadowy Tormentor,14703,0,0,0
Shadowy Vortex,11686,0,0,0
Shadra,7536,0,0,0
Shadra,33275,0,0,0
Shadra'Alor Digsite,328,0,0,0
Shadraspawn Venomspitter,283,0,0,0
Shadrek,19645,0,0,0
Shadril,34278,0,0,0
Shadron,27421,0,0,0
Shadron (1),27421,0,0,0
Shadron Portal,169,11686,9510,0
Shadron Portal Visual,169,11686,0,0
Shadumbra,11452,0,0,0
Shady Nook Guardian,14315,0,0,0
Shady Quickshank,33248,0,0,0
Shael'dryn,2721,0,0,0
Shaggy Black Bear,33920,0,0,0
Shaggy Brown Bear,2378,0,0,0
Shaggy Desert Coyote,1164,0,0,0
Shaghide Boar,22320,0,0,0
Shagpelt Ram,12429,0,0,0
Shahandana,19586,0,0,0
Shahiar,1913,0,0,0
Shahram,10036,0,0,0
Shaia,2227,0,0,0
Shailiea,6061,0,0,0
Shaina,31277,0,0,0
Shaina Fuller,1496,0,0,0
Shaina Talonheart,35433,0,0,0
Shake-n-Quake 5000,23383,0,0,0
Shaken Survivor,30217,30218,0,30218
Shakes O'Breen,11358,0,0,0
Shal'vol,11057,0,0,0
Shalannius,16858,0,0,0
Shalassi Oracle,17809,0,0,0
Shalassi Sentry,17808,0,0,0
Shalassi Talonguard,17808,0,0,0
Shaldyn,4402,0,0,0
Shaldyn,28391,0,0,0
Shaldyn,4402,0,0,0
Shale Drilldeep,26092,0,0,0
Shalehide Basilisk,8392,0,0,0
Shalenn,16751,0,0,0
Shaleskin Flayer,17716,0,0,0
Shaleskin Ripper,20556,0,0,0
Shalewing,7616,0,0,0
Shalewing,7616,0,0,0
Shalis Darkhunter,38088,0,0,0
Shalis Darkhunter,31218,0,0,0
Shalis Darkhunter,38088,0,0,0
Shalis Darkhunter,38088,0,0,0
Shalla Whiteleaf,8571,0,0,0
Shalla Whiteleaf,34046,0,0,0
Shalla Whiteleaf,34046,0,0,0
Shalomon,1712,0,0,0
Shalumon,3131,0,0,0
Shaman 1,314,0,0,0
Shaman 10,314,0,0,0
Shaman 15,314,0,0,0
Shaman 20,314,0,0,0
Shaman 30,314,0,0,0
Shaman 40,314,0,0,0
Shaman 5,314,0,0,0
Shaman Jakjek,25381,0,0,0
Shaman of the Black,35035,35036,35037,35038
Shaman Partak,25381,0,0,0
Shaman Trainer,24034,0,0,0
Shaman Trainer,4449,0,0,0
Shaman Trainer,4449,0,0,0
Shaman Vekjik,25381,0,0,0
Shaman Vekjik,25381,0,0,0
Shambles,26936,0,0,0
Shambling Assistant,1197,2676,1201,24707
Shambling Horror,25297,0,0,0
Shambling Horror,1197,0,0,0
Shambling Horror (1),25297,0,0,0
Shambling Horror (2),25297,0,0,0
Shambling Horror (3),25297,0,0,0
Shambling Skeleton UNUSED,158,0,0,0
Shambling Zombie,27987,0,0,0
Shambling Zombie,27987,0,0,0
Shan'ti,1358,0,0,0
Shana,344,0,0,0
Shanda,1733,0,0,0
Shanda the Spinner,1103,0,0,0
Shandaral Druid Spirit,27364,27360,0,0
Shandaral Hunter Spirit,27365,27366,0,0
Shandaral Spirit Wolf,27482,0,0,0
Shandaral Warrior Spirit,27367,27368,0,0
Shandrina,2068,0,0,0
Shandris Feathermoon,2035,0,0,0
Shandris Feathermoon,2035,0,0,0
Shandy Glossgleam,30358,0,0,0
Shango,37546,0,0,0
Shaniri,36924,0,0,0
Shankys,1333,0,0,0
Shannon Lamb,36464,0,0,0
Shannox,38448,0,0,0
Shannox,38448,0,0,0
Shannox (1),38448,0,0,0
Shannox (2),38448,0,0,0
Shannox (3),38448,0,0,0
Shannox Controller,169,16925,0,0
Shape of the Beast,18880,0,0,0
Shape of the Beast (1),18880,0,0,0
Shara Blazen,3657,0,0,0
Shara Sunwing,15527,0,0,0
Sharax the Defiler,2007,0,0,0
Shard of Torment,1126,11686,0,0
Shard-Hide Boar,20831,0,0,0
Shardhorn Rhino,26275,26279,0,0
Shardi,11850,0,0,0
Shardtooth,26684,0,0,0
Shardtooth Bear,865,0,0,0
Shardtooth Mauler,8842,0,0,0
Shardtooth Meat Feeding Credit,29183,0,0,0
Shark Bait Sack (Blood Effect),31846,21342,0,0
Sharlindra,10731,0,0,0
Sharon Boomgetter,36343,0,0,0
Sharpbeak,17703,0,0,0
Sharpbeak,7268,0,0,0
Sharpbeak,17703,0,0,0
Sharpbeak,17703,0,0,0
Sharpbeak's Father,7269,0,0,0
Sharpbeak's Mother,7270,0,0,0
Sharpeye,1062,0,0,0
Sharphorn Stag,8013,0,0,0
Sharpshiv's Explosives,25175,0,0,0
Sharpshiv's Parachute,30308,0,0,0
Sharpshooter Guard,16578,0,0,0
Sharpshooter Guard (1),16578,0,0,0
Sharptalon,12589,0,0,0
Sharptalon Eagle,22255,0,0,0
Sharptalon Eagle (1),22255,0,0,0
Sharptooth,1062,0,0,0
Sharptooth Frenzy,705,0,0,0
Sharth Voldoun,17958,0,0,0
Shartuul,20975,0,0,0
Shattered Hand Acolyte,18857,0,0,0
Shattered Hand Archer,16578,0,0,0
Shattered Hand Archer (1),16578,0,0,0
Shattered Hand Assassin,17190,0,0,0
Shattered Hand Assassin,35340,0,0,0
Shattered Hand Assassin (1),17190,0,0,0
Shattered Hand Berserker,18859,0,0,0
Shattered Hand Blood Guard,17725,0,0,0
Shattered Hand Blood Guard,18863,0,0,0
Shattered Hand Blood Guard (1),18863,0,0,0
Shattered Hand Blood Guard (1),17725,0,0,0
Shattered Hand Brawler,16577,0,0,0
Shattered Hand Brawler (1),16577,0,0,0
Shattered Hand Captain,18861,0,0,0
Shattered Hand Centurion,17185,0,0,0
Shattered Hand Centurion (1),17185,0,0,0
Shattered Hand Centurion Image,22410,0,0,0
Shattered Hand Champion,17186,0,0,0
Shattered Hand Champion (1),17186,0,0,0
Shattered Hand Demolisher,18859,0,0,0
Shattered Hand Elite,16583,0,0,0
Shattered Hand Executioner,16969,0,0,0
Shattered Hand Executioner (1),16969,0,0,0
Shattered Hand Gladiator,17183,0,0,0
Shattered Hand Gladiator (1),17183,0,0,0
Shattered Hand Grenadier,18690,0,0,0
Shattered Hand Grunt,18862,0,0,0
Shattered Hand Guard,18863,0,0,0
Shattered Hand Heathen,17013,0,0,0
Shattered Hand Heathen (1),17013,0,0,0
Shattered Hand Houndmaster,17184,0,0,0
Shattered Hand Houndmaster (1),17184,0,0,0
Shattered Hand Legionnaire,19275,0,0,0
Shattered Hand Legionnaire (1),19275,0,0,0
Shattered Hand Mage,18864,0,0,0
Shattered Hand Neophyte,18865,0,0,0
Shattered Hand Orc,18857,0,0,0
Shattered Hand Reaver,16580,0,0,0
Shattered Hand Reaver (1),16580,0,0,0
Shattered Hand Savage,16584,0,0,0
Shattered Hand Savage (1),16584,0,0,0
Shattered Hand Scout,17727,0,0,0
Shattered Hand Scout (1),17727,0,0,0
Shattered Hand Sentry,19277,0,0,0
Shattered Hand Sentry (1),19277,0,0,0
Shattered Hand Sharpshooter,16578,0,0,0
Shattered Hand Sharpshooter (1),16578,0,0,0
Shattered Hand Slayer,16579,0,0,0
Shattered Hand Warhound,14334,0,0,0
Shattered Hand Warhound (1),14334,0,0,0
Shattered Hand Warlock,18866,0,0,0
Shattered Hand Zealot,17726,0,0,0
Shattered Hand Zealot (1),17726,0,0,0
Shattered Rumbler,14506,0,0,0
Shattered Sun Archer,23593,23594,23595,23596
Shattered Sun Archmage,22973,22974,0,0
Shattered Sun Archmage,22973,22974,0,0
Shattered Sun Bombardier,18018,18019,18016,18017
Shattered Sun Channeler,22735,22737,22736,22738
Shattered Sun Cleric,22953,22954,22956,22955
Shattered Sun Dragonhawk,19259,0,0,0
Shattered Sun Mage,23591,23592,0,0
Shattered Sun Magi,22952,22957,22958,22959
Shattered Sun Marksman,20570,11686,0,0
Shattered Sun Marksman,22752,22757,22753,22763
Shattered Sun Marksman,22759,0,0,0
Shattered Sun Marksman,22768,0,0,0
Shattered Sun Marksman - BE Female Tier 1,22754,0,0,0
Shattered Sun Marksman - BE Female Tier 2,22760,0,0,0
Shattered Sun Marksman - BE Female Tier 3,22761,0,0,0
Shattered Sun Marksman - BE Female Tier 4,22762,0,0,0
Shattered Sun Marksman - BE Male Tier 1,22752,0,0,0
Shattered Sun Marksman - BE Male Tier 2,22757,0,0,0
Shattered Sun Marksman - BE Male Tier 3,22758,0,0,0
Shattered Sun Marksman - BE Male Tier 4,22759,0,0,0
Shattered Sun Marksman - Draenei Female Tier 1,22755,0,0,0
Shattered Sun Marksman - Draenei Female Tier 2,22766,0,0,0
Shattered Sun Marksman - Draenei Female Tier 3,22767,0,0,0
Shattered Sun Marksman - Draenei Female Tier 4,22768,0,0,0
Shattered Sun Marksman - Draenei Male Tier 1,22753,0,0,0
Shattered Sun Marksman - Draenei Male Tier 2,22763,0,0,0
Shattered Sun Marksman - Draenei Male Tier 3,22764,0,0,0
Shattered Sun Marksman - Draenei Male Tier 4,22765,0,0,0
Shattered Sun Peacekeeper,23714,23715,23716,23717
Shattered Sun Recruit,18018,18019,18016,18017
Shattered Sun Riftwaker,22973,22974,0,0
Shattered Sun Scout,18018,18019,18016,18017
Shattered Sun Sentry,19301,0,0,0
Shattered Sun Sentry,19301,0,0,0
Shattered Sun Sentry,19301,0,0,0
Shattered Sun Soldier,23587,23588,23589,23590
Shattered Sun Soldier,23587,23588,23589,23590
Shattered Sun Trainee,22924,22932,22933,22934
Shattered Sun Trainee,22926,22935,22936,22937
Shattered Sun Trainee,22925,22942,22943,22944
Shattered Sun Trainee,22927,22939,22940,22941
Shattered Sun Veteran,22931,0,0,0
Shattered Sun Warrior,20570,11686,0,0
Shattered Sun Warrior,22922,0,0,0
Shattered Sun Warrior,22910,0,0,0
Shattered Sun Warrior,22910,22914,22918,22922
Shattered Sun Warrior - BE Female Tier 1,22907,0,0,0
Shattered Sun Warrior - BE Female Tier 2,22908,0,0,0
Shattered Sun Warrior - BE Female Tier 3,22909,0,0,0
Shattered Sun Warrior - BE Female Tier 4,22910,0,0,0
Shattered Sun Warrior - BE Male Tier 1,22911,0,0,0
Shattered Sun Warrior - BE Male Tier 2,22912,0,0,0
Shattered Sun Warrior - BE Male Tier 3,22913,0,0,0
Shattered Sun Warrior - BE Male Tier 4,22914,0,0,0
Shattered Sun Warrior - Draenei Female Tier 1,22915,0,0,0
Shattered Sun Warrior - Draenei Female Tier 2,22916,0,0,0
Shattered Sun Warrior - Draenei Female Tier 3,22917,0,0,0
Shattered Sun Warrior - Draenei Female Tier 4,22918,0,0,0
Shattered Sun Warrior - Draenei Male Tier 1,22919,0,0,0
Shattered Sun Warrior - Draenei Male Tier 2,22920,0,0,0
Shattered Sun Warrior - Draenei Male Tier 3,22921,0,0,0
Shattered Sun Warrior - Draenei Male Tier 4,22922,0,0,0
Shatterhorn,22486,0,0,0
Shatterspear Champion,28325,28326,28327,28328
Shatterspear Drummer,11442,11443,0,0
Shatterspear Laborer,28337,28338,28339,28340
Shatterspear Mystic,29141,29142,29143,29144
Shatterspear Overseer,28342,28343,0,0
Shatterspear Priestess,28321,28322,28323,0
Shatterspear Raider,28325,28326,28327,28328
Shatterspear Raider,28325,28326,28327,28328
Shatterspear Shaman,28333,28334,28335,28336
Shatterspear Troll,10249,10250,10251,10252
Shattertusk Bull,27273,0,0,0
Shattertusk Calf,23434,0,0,0
Shattertusk Mammoth,26423,0,0,0
Shattrath City Peacekeeper,20167,20168,20169,20170
Shattrath Firebreather,21083,21084,21085,21086
Shattrath Portal,23719,0,0,0
Shattrath Portal Dummy,1126,16946,0,0
Shattrath Refugee,16921,16924,16491,16492
Shattrath Saul,18689,0,0,0
Shauly Pore,19904,0,0,0
Shavalius the Fancy,27349,0,0,0
Shawn,221,0,0,0
Shay Leafrunner,6985,0,0,0
Shay Pressler,37372,0,0,0
Shayis Steelfury,6005,0,0,0
Shazdar,1381,0,0,0
Shazzrah,37366,0,0,0
Shazzrah,13032,0,0,0
She number one,16185,0,0,0
She number three,16187,0,0,0
She number two,16186,0,0,0
Sheal Runetotem,2121,0,0,0
Shecky Shrimpshoot,35554,0,0,0
Sheddle Glossgleam,26437,0,0,0
Sheendra Tallgrass,7359,0,0,0
Sheep,856,857,0,0
Sheep,856,857,0,0
Sheep,856,857,0,0
Shelby Stoneflint,9253,0,0,0
Sheldon Von Croy,4381,0,0,0
Sheldras Moontree,3300,0,0,0
Shelene Rhobart,1607,0,0,0
Shelgrayn,10567,0,0,0
Shellei Brondir,5130,0,0,0
Shellene,8632,0,0,0
Shely Steelbowels,3613,0,0,0
Shen Kang Cheng,26309,0,0,0
Shen'dralar Ancient,14393,0,0,0
Shen'dralar Provisioner,14412,0,0,0
Shen'dralar Spirit,14397,14393,14398,14400
Shen'dralar Watcher,14397,0,0,0
Shen'dralar Wisp,10045,0,0,0
Shen'dralar Zealot,14408,14410,14409,14411
Shenara,4728,0,0,0
Shenarial,17571,0,0,0
Shenthul,4360,0,0,0
Shep Goldtend,33617,0,0,0
Sheri,16687,0,0,0
Sheri Zipstitch,4274,0,0,0
Sherik,9426,0,0,0
Sherm,33333,0,0,0
Sherman Femmel,3373,0,0,0
Shernon the Footpad,36288,0,0,0
Sheya Stormweaver,28348,0,0,0
Sheza Wildmane,2122,0,0,0
Shi'alune,11452,0,0,0
Shield Hill Creature Trigger - Fengir,1126,17188,0,0
Shield Hill Creature Trigger - Isuldof,1126,17188,0,0
Shield Hill Creature Trigger - Rodin,1126,17188,0,0
Shield Hill Creature Trigger - Windan,1126,17188,0,0
Shield Hill Digsite,328,0,0,0
Shield of the Perfidious Focus,169,11686,0,0
Shield of Velen,20105,20106,20107,20108
Shield Orb,18996,0,0,0
Shienor Sorcerer,17005,0,0,0
Shienor Talonite,17006,0,0,0
Shienor Wing Guard,16875,0,0,0
Shifting Mireglob,33011,0,0,0
Shifty Thief,35073,35074,0,0
Shifty Vickers,26779,0,0,0
Shikrik,1878,0,0,0
Shilah Slabchisel,32449,0,0,0
Shilah Slabchisel,32449,0,0,0
Shill Dinger,9051,0,0,0
Shim'la,6064,0,0,0
Shimmering Bubble,35063,23257,0,0
Shimmering Wyrmling,29372,0,0,0
Shimmerscale,1062,0,0,0
Shimmerscale Eel,18147,0,0,0
Shimmershell,1062,0,0,0
Shimmershell Snail,32663,32662,32661,0
Shimmerspine Harvester,1761,0,0,0
Shimmerwing Moth,19771,0,0,0
Shimra,4356,0,0,0
Shin Stonepillar,4366,0,0,0
Shindrell Swiftfire,4126,0,0,0
Shingo,25121,0,0,0
Shippy,856,857,0,0
Shipwrecked Sailor,3494,25053,25042,0
Shipwrecker,4606,0,0,0
Shirrak the Dead Watcher,18916,0,0,0
Shirrak the Dead Watcher (1),18916,0,0,0
Shivan Assassin,21527,0,0,0
Shivan Assassin (Black),21542,0,0,0
Shivan Assassin (Blue),21541,0,0,0
Shivan Assassin (Red),21540,0,0,0
Shivan Destroyer,22596,0,0,0
Shizzle,9341,0,0,0
Shleipnarr,2346,0,0,0
Shock Vortex,23258,0,0,0
Shockwave Stalker,27823,0,0,0
Shockwave Visual,27823,0,0,0
Shocuul,29779,0,0,0
Shocuul,29997,0,0,0
Shocuul (1),29779,0,0,0
Shocuul (2),29779,0,0,0
Shocuul (3),29779,0,0,0
Shoe,29319,0,0,0
Shoja'my,9262,0,0,0
Shok Narnes,36559,0,0,0
Shok'sharak,37335,0,0,0
Shokavis,27852,0,0,0
Sholazar Basin Flame Keeper,23442,0,0,0
Sholazar Basin Flame Warden,16338,0,0,0
Sholazar Daily Test NPC,15093,0,0,0
Sholazar Guardian,26140,0,0,0
Sholazar Tickbird,25103,25106,0,0
Sholazar Witch Light,1126,21636,0,0
Shoma,1383,0,0,0
Shoni the Shilent,5378,0,0,0
Shooting Mechano-Tank,31664,0,0,0
Shooting Mechano-Tank,31664,0,0,0
Shooting Star TARGET,16480,21342,0,0
Shop it Around Credit,17188,0,0,0
Shore Crab,5557,5558,5559,5560
Shore Crawler,9570,0,0,0
Shore Strider,4945,0,0,0
Short John Mithril,14561,0,0,0
Shorty,9947,0,0,0
Shoveltusk,22132,0,0,0
Shoveltusk Calf,22639,0,0,0
Shoveltusk Forager,22132,0,0,0
Shoveltusk Stag,22131,0,0,0
Shred-o-matic Harvester,29752,0,0,0
Shredtooth Frenzy,15101,0,0,0
Shredtooth Frenzy (1),15101,0,0,0
Shreev,7182,0,0,0
Shrieker Scarab,12151,0,0,0
Shrieking Banshee,10728,0,0,0
Shrike Bat,1954,0,0,0
Shrine 1 Cleansed,35809,0,0,0
Shrine 2 Cleansed,35809,0,0,0
Shrine 3 Cleansed,35809,0,0,0
Shrine of Bethekk,37806,0,0,0
Shrine of Goldrinn Digsite,328,0,0,0
Shrine of the Tempest,4449,21342,0,0
Shrouded Figure,19381,0,0,0
Shrunken Tentacle Horror,30339,0,0,0
Shrye Ragefist,9765,0,0,0
Shrye Ragefist (1),9765,0,0,0
Shrye Ragefist (2),9765,0,0,0
Shrye Ragefist (3),9765,0,0,0
Shua Amberplain,36931,0,0,0
Shuk'sar,21077,0,0,0
Shurrak,33247,0,0,0
Shy-Rotam,10113,0,0,0
Shylamiir,3296,0,0,0
Shylenai,7934,0,0,0
Shyn,31869,0,0,0
Shyrka Wolfrunner,9260,0,0,0
SI:7 Agent,34761,34762,34763,34764
SI:7 Agent,34761,34762,34763,34764
SI:7 Assassin,29979,29980,29981,29982
SI:7 Assassin,36262,36263,0,0
SI:7 Infiltrator,29947,29948,0,0
SI:7 Marksman,34761,34762,34763,34764
SI:7 Marksman,34761,34762,34763,34764
SI:7 Operative,36258,36259,36260,36261
SI:7 Operative,30010,30013,30011,30012
SI:7 Operative,30010,30013,30011,30012
SI:7 Operative,30010,30013,30011,30012
SI:7 Operative,30010,30013,30011,30012
SI:7 Squad Commander,34840,0,0,0
SI:7 Squad Commander,34840,0,0,0
Siamat,35231,0,0,0
Siamat,35514,0,0,0
Siamat,35514,0,0,0
Siamat,11686,0,0,0
Siamat (1),35231,0,0,0
Siame-Quashi,38092,0,0,0
Siame-Quashi,38092,38093,38094,38095
Siamese Cat,5585,0,0,0
Sian'dur,4241,0,0,0
Sian'tsu,4231,0,0,0
Sian-Rotam,10114,0,0,0
Siannai,2223,0,0,0
Sickly Deer,10091,0,0,0
Sickly Gazelle,14951,0,0,0
Sickly Refugee,3554,0,0,0
Sid Limbardi,16369,0,0,0
Sid Shillcopper,35682,0,0,0
Sida,1407,0,0,0
Sidewinder,35804,35802,0,0
Siege Breaker Stalker,10906,27823,0,0
Siege Engine,25292,0,0,0
Siege Engine,26403,0,0,0
Siege Engine (1),26403,0,0,0
Siege Engine (1),25292,0,0,0
Siege Engine Turret,35776,0,0,0
Siege Engineer Quarterflash,24360,0,0,0
Siege Master Stouthandle,13461,0,0,0
Siege Tank,25289,0,0,0
Siege Tank,25289,0,0,0
Siege Tank Commander,34538,34539,34540,0
Siege Tank Driver,35484,35485,35486,35487
Siege Tank Driver,35484,35485,35486,35487
Siege Tank Engineer,31272,31273,0,0
Siege Tank Gun,28106,0,0,0
Siege Tank Gun,28106,0,0,0
Siege Tank Gun,28106,0,0,0
Siege Turret,28106,0,0,0
Siege Turret,25301,0,0,0
Siege Turret (1),28106,0,0,0
Siege Turret (1),25301,0,0,0
Siege Worker,308,0,0,0
Siegemaster Fezzik,27213,0,0,0
Siegemaster Fezzik (Chapter IV),27213,0,0,0
Siegesmith Gulda,24230,0,0,0
Siegesmith Stronghoof,13468,0,0,0
Sif,28488,0,0,0
Sif (1),28488,0,0,0
Sif Image,28940,0,0,0
Siflaed Coldhammer,1404,0,0,0
Sifreldar Runekeeper,26123,0,0,0
Sifreldar Storm Maiden,25771,0,0,0
Sifreldar Village Digsite,328,0,0,0
Sig Nicious,21666,0,0,0
Sig Nicious,22964,0,0,0
Sigdis the Trader,27116,0,0,0
Sightless Eye,14430,0,0,0
Sightless Eye (1),14430,0,0,0
Signal Fire Invisman,16480,15435,0,0
Signal Flare,36415,0,0,0
Signal Flare Position,36415,0,0,0
Signal Flare Position,36415,0,0,0
Signal Flare Position,36415,0,0,0
Sigrid Iceborn,25771,0,0,0
Sigrid Iceborn,27528,0,0,0
Sigrid Iceborn's Proto-Drake,26742,0,0,0
Sigrid Iceborn's Proto-Drake (mountable),26742,0,0,0
Sigrun Ironhew,1568,0,0,0
Sijambi,34243,0,0,0
Sikwa,9254,0,0,0
Silanna,16688,0,0,0
Silas Darkmoon,14855,0,0,0
Silas Zimmer,2650,0,0,0
Sildanair,2198,0,0,0
Silenced Twilight Patroller,35584,35595,35592,35601
Silent Shade,4629,0,0,0
Silent Stalker,14703,0,0,0
Silicate Feeder,13509,0,0,0
Silisthra's Power Stone,29949,0,0,0
Silithian Hatchling,33389,0,0,0
Silithid Bait,37127,0,0,0
Silithid Creeper,2730,0,0,0
Silithid Creeper Egg,10056,0,0,0
Silithid Defender,11144,0,0,0
Silithid Egg Disguise,37286,0,0,0
Silithid Egg Feeding Credit,29183,0,0,0
Silithid Flayer,11096,6633,7350,11091
Silithid Grub,7572,0,0,0
Silithid Harvester,11096,0,0,0
Silithid Meat Feeding Credit,29183,0,0,0
Silithid Protector,1307,0,0,0
Silithid Ravager,11099,0,0,0
Silithid Ravager,91,0,0,0
Silithid Ravager,481,0,0,0
Silithid Ravager,35577,0,0,0
Silithid Swarm,7511,0,0,0
Silithid Swarmer,2731,0,0,0
Silithid Wasp,36034,0,0,0
Silithis Teleporter,11686,0,0,0
